id,product_id,product_sku,variant_sku,color,size,ean,upc,price,stock,warehouse_code,weight_grams,status
22,5,ZL00005,ZL00005-SKY-BL-S,Sky Blue,S,8883358097234,883358097234,121.53,38,WH-SG-WEST,7531,ACTIVE
23,5,ZL00005,ZL00005-SAND-S,Sand,S,8883422393040,883422393040,117.97,96,WH-SG-WEST,1228,ACTIVE
24,6,ZL00006,ZL00006-BLACK-S,Black,S,8881337439457,881337439457,53.07,31,WH-CN-SZ,1724,ACTIVE
25,6,ZL00006,ZL00006-BLACK-XXL,Black,XXL,8884348644834,884348644834,54.51,71,WH-CN-SZ,6698,ACTIVE
26,6,ZL00006,ZL00006-BURGUN-M,Burgundy,M,8881551938385,881551938385,60.71,95,WH-CN-SZ,2572,ACTIVE
27,6,ZL00006,ZL00006-BLACK-XL,Black,XL,8881223211631,881223211631,60.23,30,WH-CN-SZ,2702,ACTIVE
28,6,ZL00006,ZL00006-BURGUN-S,Burgundy,S,8882224441126,882224441126,60.73,103,WH-CN-SZ,2940,ACTIVE
29,7,ZL00007,ZL00007-BURGUN-L,Burgundy,L,8882411240358,882411240358,110.87,40,WH-TH-BKK,7189,ACTIVE
30,7,ZL00007,ZL00007-OLIVE-S,Olive,S,8888027589034,888027589034,109.64,65,WH-TH-BKK,1934,ACTIVE
31,7,ZL00007,ZL00007-SAND-M,Sand,M,8884614050215,884614050215,107.43,73,WH-TH-BKK,3154,ACTIVE
32,7,ZL00007,ZL00007-OLIVE-M,Olive,M,8884805012442,884805012442,106.13,90,WH-TH-BKK,7184,ACTIVE
33,7,ZL00007,ZL00007-SAND-S,Sand,S,8884131511220,884131511220,103.6,118,WH-TH-BKK,3268,ACTIVE
34,8,ZL00008,ZL00008-RUST-S,Rust,S,8882588889657,882588889657,92.77,60,WH-CN-SZ,1233,ACTIVE
35,8,ZL00008,ZL00008-RUST-L,Rust,L,8888732692241,888732692241,96.86,113,WH-CN-SZ,3225,ACTIVE
36,8,ZL00008,ZL00008-LAVEND-M,Lavender,M,8884348563098,884348563098,99.49,49,WH-CN-SZ,8139,ACTIVE
37,9,ZL00009,ZL00009-OLIVE-L,Olive,L,8888145541204,888145541204,33.43,19,WH-VN-HCM,3545,ACTIVE
38,9,ZL00009,ZL00009-SAND-L,Sand,L,8880313511934,880313511934,30.24,52,WH-VN-HCM,5461,ACTIVE
39,9,ZL00009,ZL00009-CAMEL-L,Camel,L,8886431350257,886431350257,35.03,53,WH-VN-HCM,1060,ACTIVE
40,9,ZL00009,ZL00009-ROSE-G-S,Rose Gold,S,8882901554316,882901554316,31.67,53,WH-VN-HCM,6421,ACTIVE
41,10,ZL00010,ZL00010-MUSTAR-XS,Mustard,XS,8881112394551,881112394551,80.26,72,WH-MY-KL,3611,ACTIVE
42,10,ZL00010,ZL00010-IVORY-XXL,Ivory,XXL,8884215828282,884215828282,78.22,32,WH-MY-KL,6083,ACTIVE
43,10,ZL00010,ZL00010-MUSTAR-L,Mustard,L,8886334353461,886334353461,75.25,77,WH-MY-KL,1916,ACTIVE
44,10,ZL00010,ZL00010-GRAPHI-M,Graphite,M,8889120092018,889120092018,81.35,20,WH-MY-KL,5136,ACTIVE
45,10,ZL00010,ZL00010-MUSTAR-M,Mustard,M,8880129150068,880129150068,74.65,3,WH-MY-KL,5151,ACTIVE
46,10,ZL00010,ZL00010-BURGUN-L,Burgundy,L,8883373537524,883373537524,79.33,116,WH-MY-KL,6189,ACTIVE
47,11,ZL00011,ZL00011-COBALT-XS,Cobalt,XS,8881147515853,881147515853,99.98,24,WH-VN-HCM,1442,ACTIVE
48,11,ZL00011,ZL00011-MUSTAR-M,Mustard,M,8880355155332,880355155332,102.29,52,WH-VN-HCM,8044,ACTIVE
49,11,ZL00011,ZL00011-ROSE-G-L,Rose Gold,L,8889149442559,889149442559,105.43,30,WH-VN-HCM,7840,ACTIVE
50,11,ZL00011,ZL00011-MUSTAR-L,Mustard,L,8881029652034,881029652034,106.34,62,WH-VN-HCM,7382,ACTIVE
51,11,ZL00011,ZL00011-BLUSH--L,Blush Pink,L,8882067383423,882067383423,107.81,11,WH-VN-HCM,4860,ACTIVE
52,11,ZL00011,ZL00011-COBALT-XL,Cobalt,XL,8883320474223,883320474223,102.1,88,WH-VN-HCM,4026,ACTIVE
53,11,ZL00011,ZL00011-BLUSH--M,Blush Pink,M,8884411055291,884411055291,102.94,74,WH-VN-HCM,6086,ACTIVE
54,12,ZL00012,ZL00012-SAND-S,Sand,S,8883845555018,883845555018,62.3,10,WH-ID-JKT,4106,ACTIVE
55,12,ZL00012,ZL00012-BLACK-S,Black,S,8881761321700,881761321700,53.99,97,WH-ID-JKT,6858,ACTIVE
56,12,ZL00012,ZL00012-BLACK-XL,Black,XL,8882125545015,882125545015,58.87,101,WH-ID-JKT,3737,ACTIVE
57,12,ZL00012,ZL00012-BLACK-XXL,Black,XXL,8884706505210,884706505210,60.57,48,WH-ID-JKT,7421,ACTIVE
58,12,ZL00012,ZL00012-BLACK-M,Black,M,8881056235118,881056235118,61.9,38,WH-ID-JKT,7065,ACTIVE
59,12,ZL00012,ZL00012-BLACK-L,Black,L,8887387972296,887387972296,55.86,79,WH-ID-JKT,1026,ACTIVE
60,12,ZL00012,ZL00012-CHARCO-S,Charcoal,S,8882421623202,882421623202,58.91,94,WH-ID-JKT,1665,ACTIVE
61,13,ZL00013,ZL00013-TEAL-S,Teal,S,8882134840453,882134840453,40.41,5,WH-SG-WEST,7118,ACTIVE
62,13,ZL00013,ZL00013-TEAL-XS,Teal,XS,8881540119337,881540119337,46.96,77,WH-SG-WEST,4142,ACTIVE
63,13,ZL00013,ZL00013-CHARCO-S,Charcoal,S,8882054830282,882054830282,39.87,29,WH-SG-WEST,379,ACTIVE
64,13,ZL00013,ZL00013-TEAL-XXL,Teal,XXL,8880724544392,880724544392,49.61,86,WH-SG-WEST,4455,ACTIVE
65,13,ZL00013,ZL00013-BROWN-XS,Brown,XS,8884396550941,884396550941,45.37,97,WH-SG-WEST,2910,ACTIVE
66,13,ZL00013,ZL00013-CHARCO-XS,Charcoal,XS,8880221465053,880221465053,44.32,83,WH-SG-WEST,7285,ACTIVE
67,14,ZL00014,ZL00014-OLIVE-M,Olive,M,8885513192624,885513192624,32.39,18,WH-SG-WEST,6324,ACTIVE
68,14,ZL00014,ZL00014-WHITE-M,White,M,8883038444051,883038444051,29.73,76,WH-SG-WEST,8367,ACTIVE
69,14,ZL00014,ZL00014-IVORY-S,Ivory,S,8881142924643,881142924643,35.28,17,WH-SG-WEST,1183,ACTIVE
70,14,ZL00014,ZL00014-OLIVE-S,Olive,S,8880527442338,880527442338,30.58,101,WH-SG-WEST,6838,ACTIVE
71,15,ZL00015,ZL00015-COBALT-XXL,Cobalt,XXL,8880484159522,880484159522,116.4,8,WH-MY-JB,3886,ACTIVE
72,15,ZL00015,ZL00015-COBALT-S,Cobalt,S,8885619453193,885619453193,122.35,117,WH-MY-JB,4748,ACTIVE
73,15,ZL00015,ZL00015-SILVER-XL,Silver,XL,8881920421364,881920421364,126.01,95,WH-MY-JB,1520,ACTIVE
74,15,ZL00015,ZL00015-CREAM-XS,Cream,XS,8883406049550,883406049550,120.38,12,WH-MY-JB,1686,ACTIVE
75,15,ZL00015,ZL00015-COBALT-XS,Cobalt,XS,8886121924461,886121924461,120.48,88,WH-MY-JB,4946,ACTIVE
76,15,ZL00015,ZL00015-CREAM-S,Cream,S,8883766245333,883766245333,125.07,5,WH-MY-JB,5354,ACTIVE
77,15,ZL00015,ZL00015-MINT-S,Mint,S,8882424480284,882424480284,124.0,37,WH-MY-JB,5913,ACTIVE
78,16,ZL00016,ZL00016-LAVEND-M,Lavender,M,8880266645717,880266645717,46.59,110,WH-CN-SZ,843,ACTIVE
79,16,ZL00016,ZL00016-CORAL-XL,Coral,XL,8883811078039,883811078039,55.62,95,WH-CN-SZ,8178,ACTIVE
80,16,ZL00016,ZL00016-LAVEND-XL,Lavender,XL,8886975042090,886975042090,54.84,115,WH-CN-SZ,4729,ACTIVE
81,16,ZL00016,ZL00016-CORAL-M,Coral,M,8886215053244,886215053244,54.27,29,WH-CN-SZ,5812,ACTIVE
82,16,ZL00016,ZL00016-CORAL-XXL,Coral,XXL,8889973241151,889973241151,48.7,24,WH-CN-SZ,4146,ACTIVE
83,17,ZL00017,ZL00017-MUSTAR-L,Mustard,L,8884268211710,884268211710,109.09,95,WH-CN-SZ,4335,ACTIVE
84,17,ZL00017,ZL00017-GREY-S,Grey,S,8884985044110,884985044110,111.25,105,WH-CN-SZ,6126,ACTIVE
85,17,ZL00017,ZL00017-GRAPHI-L,Graphite,L,8883409930268,883409930268,106.48,29,WH-CN-SZ,7764,ACTIVE
86,17,ZL00017,ZL00017-NAVY-S,Navy,S,8883053261480,883053261480,105.65,113,WH-CN-SZ,5414,ACTIVE
87,17,ZL00017,ZL00017-GRAPHI-S,Graphite,S,8883260050242,883260050242,114.55,28,WH-CN-SZ,1075,ACTIVE
88,17,ZL00017,ZL00017-NAVY-L,Navy,L,8884939208117,884939208117,111.75,59,WH-CN-SZ,4991,ACTIVE
89,18,ZL00018,ZL00018-BURGUN-XXL,Burgundy,XXL,8889231552692,889231552692,58.77,111,WH-MY-JB,3857,ACTIVE
90,18,ZL00018,ZL00018-BURGUN-S,Burgundy,S,8881404616002,881404616002,59.9,18,WH-MY-JB,86,ACTIVE
91,18,ZL00018,ZL00018-MINT-S,Mint,S,8885124042103,885124042103,59.38,18,WH-MY-JB,2169,ACTIVE
92,18,ZL00018,ZL00018-MINT-XXL,Mint,XXL,8883022815058,883022815058,62.01,102,WH-MY-JB,2898,ACTIVE
93,19,ZL00019,ZL00019-SILVER-XS,Silver,XS,8880288252030,880288252030,71.55,12,WH-SG-WEST,5160,ACTIVE
94,19,ZL00019,ZL00019-MUSTAR-XL,Mustard,XL,8884356165697,884356165697,71.66,85,WH-SG-WEST,4216,ACTIVE
95,19,ZL00019,ZL00019-MUSTAR-L,Mustard,L,8889098355108,889098355108,71.13,19,WH-SG-WEST,7810,ACTIVE
96,19,ZL00019,ZL00019-CHARCO-XS,Charcoal,XS,8887316650547,887316650547,68.06,106,WH-SG-WEST,1438,ACTIVE
97,19,ZL00019,ZL00019-GOLD-XXL,Gold,XXL,8884304240490,884304240490,68.32,12,WH-SG-WEST,6145,ACTIVE
98,19,ZL00019,ZL00019-CAMEL-XXL,Camel,XXL,8883536153226,883536153226,75.51,71,WH-SG-WEST,1022,ACTIVE
99,20,ZL00020,ZL00020-GOLD-S,Gold,S,8886075552420,886075552420,66.6,81,WH-VN-HCM,542,ACTIVE
100,20,ZL00020,ZL00020-SILVER-S,Silver,S,8885299125151,885299125151,66.1,67,WH-VN-HCM,3564,ACTIVE
101,20,ZL00020,ZL00020-GOLD-XS,Gold,XS,8885711605421,885711605421,68.94,58,WH-VN-HCM,5625,ACTIVE
102,21,ZL00021,ZL00021-GREY-M,Grey,M,8885158782174,885158782174,85.63,2,WH-CN-SZ,7572,ACTIVE
103,21,ZL00021,ZL00021-FOREST-XL,Forest Green,XL,8884520457894,884520457894,94.42,110,WH-CN-SZ,5169,ACTIVE
104,21,ZL00021,ZL00021-GRAPHI-M,Graphite,M,8884472357211,884472357211,90.97,73,WH-CN-SZ,6666,ACTIVE
105,21,ZL00021,ZL00021-OLIVE-XL,Olive,XL,8884362846825,884362846825,92.3,53,WH-CN-SZ,4783,ACTIVE
106,21,ZL00021,ZL00021-GRAPHI-XS,Graphite,XS,8881122700632,881122700632,86.36,2,WH-CN-SZ,5361,ACTIVE
107,21,ZL00021,ZL00021-GREY-XL,Grey,XL,8887254016528,887254016528,86.93,79,WH-CN-SZ,7578,ACTIVE
108,21,ZL00021,ZL00021-GREY-XS,Grey,XS,8882324142244,882324142244,93.53,117,WH-CN-SZ,5968,ACTIVE
109,21,ZL00021,ZL00021-FOREST-XS,Forest Green,XS,8885584120854,885584120854,86.09,108,WH-CN-SZ,1774,ACTIVE
110,22,ZL00022,ZL00022-BEIGE-L,Beige,L,8884060695114,884060695114,54.97,56,WH-ID-JKT,1158,ACTIVE
111,22,ZL00022,ZL00022-BEIGE-XXL,Beige,XXL,8885178055753,885178055753,56.5,80,WH-ID-JKT,5001,ACTIVE
112,22,ZL00022,ZL00022-GRAPHI-L,Graphite,L,8880802735100,880802735100,59.77,75,WH-ID-JKT,960,ACTIVE
113,22,ZL00022,ZL00022-GRAPHI-XXL,Graphite,XXL,8887282114579,887282114579,55.33,9,WH-ID-JKT,5125,ACTIVE
114,22,ZL00022,ZL00022-CREAM-XXL,Cream,XXL,8882362707528,882362707528,56.43,4,WH-ID-JKT,972,ACTIVE
115,22,ZL00022,ZL00022-CREAM-L,Cream,L,8884684126186,884684126186,55.5,36,WH-ID-JKT,1297,ACTIVE
116,23,ZL00023,ZL00023-NAVY-L,Navy,L,8885427443997,885427443997,75.96,117,WH-VN-HCM,5771,ACTIVE
117,23,ZL00023,ZL00023-NAVY-XS,Navy,XS,8885404047750,885404047750,72.42,83,WH-VN-HCM,6461,ACTIVE
118,23,ZL00023,ZL00023-NAVY-S,Navy,S,8884550336299,884550336299,70.61,90,WH-VN-HCM,1428,ACTIVE
119,23,ZL00023,ZL00023-NAVY-XL,Navy,XL,8884937837104,884937837104,72.42,48,WH-VN-HCM,5421,ACTIVE
120,23,ZL00023,ZL00023-BURGUN-S,Burgundy,S,8880414158045,880414158045,77.45,85,WH-VN-HCM,1571,ACTIVE
121,23,ZL00023,ZL00023-BURGUN-L,Burgundy,L,8885383103232,885383103232,75.78,54,WH-VN-HCM,8371,ACTIVE
122,23,ZL00023,ZL00023-BURGUN-XL,Burgundy,XL,8880551343274,880551343274,72.94,46,WH-VN-HCM,5100,ACTIVE
123,24,ZL00024,ZL00024-MINT-L,Mint,L,8881061741499,881061741499,62.72,47,WH-TH-BKK,1720,ACTIVE
124,24,ZL00024,ZL00024-MINT-S,Mint,S,8880511129436,880511129436,65.02,66,WH-TH-BKK,2082,ACTIVE
125,24,ZL00024,ZL00024-MINT-XXL,Mint,XXL,8889440511916,889440511916,60.76,97,WH-TH-BKK,2666,ACTIVE
126,24,ZL00024,ZL00024-CAMEL-M,Camel,M,8881318331077,881318331077,60.64,115,WH-TH-BKK,8450,ACTIVE
127,24,ZL00024,ZL00024-COBALT-XXL,Cobalt,XXL,8880538234120,880538234120,59.38,55,WH-TH-BKK,1542,ACTIVE
128,24,ZL00024,ZL00024-CAMEL-XXL,Camel,XXL,8884228341648,884228341648,67.37,28,WH-TH-BKK,7431,ACTIVE
129,24,ZL00024,ZL00024-MINT-M,Mint,M,8884631113023,884631113023,66.76,119,WH-TH-BKK,476,ACTIVE
130,24,ZL00024,ZL00024-COBALT-L,Cobalt,L,8880154124027,880154124027,62.06,50,WH-TH-BKK,8264,ACTIVE
131,25,ZL00025,ZL00025-BROWN-M,Brown,M,8885118261152,885118261152,49.99,8,WH-TH-BKK,8352,ACTIVE
132,25,ZL00025,ZL00025-GOLD-S,Gold,S,8889128011028,889128011028,48.1,64,WH-TH-BKK,373,ACTIVE
133,25,ZL00025,ZL00025-SKY-BL-S,Sky Blue,S,8888342757156,888342757156,44.14,60,WH-TH-BKK,753,ACTIVE
134,25,ZL00025,ZL00025-GOLD-M,Gold,M,8880763645746,880763645746,46.6,47,WH-TH-BKK,4195,ACTIVE
135,25,ZL00025,ZL00025-SKY-BL-M,Sky Blue,M,8882267382165,882267382165,47.71,45,WH-TH-BKK,1146,ACTIVE
136,25,ZL00025,ZL00025-LAVEND-S,Lavender,S,8885041805089,885041805089,43.69,93,WH-TH-BKK,1738,ACTIVE
137,25,ZL00025,ZL00025-CREAM-M,Cream,M,8880748626050,880748626050,47.96,94,WH-TH-BKK,5487,ACTIVE
138,26,ZL00026,ZL00026-CAMEL-XS,Camel,XS,8883559342621,883559342621,110.33,101,WH-VN-HCM,979,ACTIVE
139,26,ZL00026,ZL00026-BURGUN-M,Burgundy,M,8881659359051,881659359051,104.69,81,WH-VN-HCM,6695,ACTIVE
140,26,ZL00026,ZL00026-MAROON-M,Maroon,M,8889975240312,889975240312,107.57,102,WH-VN-HCM,2661,ACTIVE
141,26,ZL00026,ZL00026-CAMEL-S,Camel,S,8888668362461,888668362461,113.47,18,WH-VN-HCM,7219,ACTIVE
142,26,ZL00026,ZL00026-BURGUN-XL,Burgundy,XL,8889040604834,889040604834,104.29,8,WH-VN-HCM,3906,ACTIVE
143,27,ZL00027,ZL00027-MUSTAR-XS,Mustard,XS,8883196490013,883196490013,100.47,114,WH-TH-BKK,4954,ACTIVE
144,27,ZL00027,ZL00027-MUSTAR-L,Mustard,L,8888453709365,888453709365,103.56,91,WH-TH-BKK,2892,ACTIVE
145,27,ZL00027,ZL00027-BEIGE-XS,Beige,XS,8882542408658,882542408658,102.99,65,WH-TH-BKK,3713,ACTIVE
146,27,ZL00027,ZL00027-GOLD-L,Gold,L,8883872345231,883872345231,96.26,25,WH-TH-BKK,2315,ACTIVE
147,27,ZL00027,ZL00027-BEIGE-L,Beige,L,8888389220644,888389220644,97.42,63,WH-TH-BKK,470,ACTIVE
148,27,ZL00027,ZL00027-GOLD-XS,Gold,XS,8886084737672,886084737672,98.66,73,WH-TH-BKK,6084,ACTIVE
149,28,ZL00028,ZL00028-CREAM-M,Cream,M,8882550005627,882550005627,33.33,82,WH-TH-BKK,4376,ACTIVE
150,28,ZL00028,ZL00028-CREAM-XXL,Cream,XXL,8889134250428,889134250428,39.03,98,WH-TH-BKK,6865,ACTIVE
151,28,ZL00028,ZL00028-TEAL-XXL,Teal,XXL,8882430313545,882430313545,38.7,3,WH-TH-BKK,8199,ACTIVE
152,29,ZL00029,ZL00029-SAND-S,Sand,S,8883851213186,883851213186,77.96,112,WH-SG-WEST,5095,ACTIVE
153,29,ZL00029,ZL00029-CORAL-XS,Coral,XS,8885082472356,885082472356,78.26,11,WH-SG-WEST,6482,ACTIVE
154,29,ZL00029,ZL00029-CORAL-XL,Coral,XL,8881909756890,881909756890,78.34,30,WH-SG-WEST,3564,ACTIVE
155,29,ZL00029,ZL00029-CORAL-L,Coral,L,8880002310633,880002310633,79.12,6,WH-SG-WEST,868,ACTIVE
156,29,ZL00029,ZL00029-CORAL-S,Coral,S,8885225230232,885225230232,76.1,76,WH-SG-WEST,7750,ACTIVE
157,29,ZL00029,ZL00029-SAND-XS,Sand,XS,8880217056395,880217056395,76.15,1,WH-SG-WEST,1801,ACTIVE
158,29,ZL00029,ZL00029-SAND-XL,Sand,XL,8881407222569,881407222569,77.6,112,WH-SG-WEST,4373,ACTIVE
159,30,ZL00030,ZL00030-WHITE-L,White,L,8888635254133,888635254133,59.54,106,WH-VN-HCM,8391,ACTIVE
160,30,ZL00030,ZL00030-GOLD-XL,Gold,XL,8880444665759,880444665759,61.5,90,WH-VN-HCM,4951,ACTIVE
161,30,ZL00030,ZL00030-GREY-XL,Grey,XL,8881328171106,881328171106,60.93,2,WH-VN-HCM,6075,ACTIVE
162,30,ZL00030,ZL00030-WHITE-XL,White,XL,8885324018342,885324018342,59.49,14,WH-VN-HCM,6864,ACTIVE
163,30,ZL00030,ZL00030-BURGUN-L,Burgundy,L,8885541912638,885541912638,62.02,101,WH-VN-HCM,476,ACTIVE
164,30,ZL00030,ZL00030-GOLD-L,Gold,L,8886393201611,886393201611,62.15,33,WH-VN-HCM,3768,ACTIVE
165,30,ZL00030,ZL00030-MINT-XL,Mint,XL,8884138925532,884138925532,63.39,74,WH-VN-HCM,7911,ACTIVE
166,31,ZL00031,ZL00031-SILVER-L,Silver,L,8882501434049,882501434049,38.26,98,WH-VN-HCM,2439,ACTIVE
167,31,ZL00031,ZL00031-TEAL-M,Teal,M,8881739201102,881739201102,32.98,36,WH-VN-HCM,1334,ACTIVE
168,31,ZL00031,ZL00031-TEAL-XXL,Teal,XXL,8885323161605,885323161605,33.54,56,WH-VN-HCM,4241,ACTIVE
169,31,ZL00031,ZL00031-SAND-L,Sand,L,8881152235692,881152235692,37.55,27,WH-VN-HCM,3350,ACTIVE
170,31,ZL00031,ZL00031-MAROON-L,Maroon,L,8882769445740,882769445740,38.36,34,WH-VN-HCM,4490,ACTIVE
171,31,ZL00031,ZL00031-GRAPHI-M,Graphite,M,8887833332339,887833332339,31.45,78,WH-VN-HCM,3960,ACTIVE
172,32,ZL00032,ZL00032-ROSE-G-XL,Rose Gold,XL,8884532737311,884532737311,79.71,11,WH-SG-EAST,6607,ACTIVE
173,32,ZL00032,ZL00032-BEIGE-S,Beige,S,8888756125183,888756125183,81.25,23,WH-SG-EAST,2343,ACTIVE
174,32,ZL00032,ZL00032-SAND-XS,Sand,XS,8885597253365,885597253365,79.33,119,WH-SG-EAST,4104,ACTIVE
175,32,ZL00032,ZL00032-SAND-S,Sand,S,8880534457875,880534457875,74.63,49,WH-SG-EAST,3898,ACTIVE
176,32,ZL00032,ZL00032-WHITE-S,White,S,8880841551990,880841551990,79.03,34,WH-SG-EAST,5440,ACTIVE
177,32,ZL00032,ZL00032-FOREST-S,Forest Green,S,8888554245076,888554245076,77.58,92,WH-SG-EAST,227,ACTIVE
178,33,ZL00033,ZL00033-SILVER-XL,Silver,XL,8884023300901,884023300901,36.99,21,WH-VN-HCM,5415,ACTIVE
179,33,ZL00033,ZL00033-GRAPHI-XS,Graphite,XS,8888125550028,888125550028,40.16,56,WH-VN-HCM,1944,ACTIVE
180,33,ZL00033,ZL00033-SILVER-L,Silver,L,8883211003143,883211003143,38.42,91,WH-VN-HCM,8048,ACTIVE
181,33,ZL00033,ZL00033-RUST-XL,Rust,XL,8887984097125,887984097125,32.53,65,WH-VN-HCM,7338,ACTIVE
182,33,ZL00033,ZL00033-RUST-XS,Rust,XS,8881298533393,881298533393,39.71,58,WH-VN-HCM,2201,ACTIVE
183,33,ZL00033,ZL00033-GRAPHI-XL,Graphite,XL,8881136268593,881136268593,36.75,58,WH-VN-HCM,985,ACTIVE
184,33,ZL00033,ZL00033-SILVER-XS,Silver,XS,8883600297771,883600297771,37.21,86,WH-VN-HCM,5089,ACTIVE
185,34,ZL00034,ZL00034-COBALT-L,Cobalt,L,8883126559216,883126559216,44.13,29,WH-ID-JKT,5264,ACTIVE
186,34,ZL00034,ZL00034-BROWN-XXL,Brown,XXL,8880320152106,880320152106,39.97,98,WH-ID-JKT,5293,ACTIVE
187,34,ZL00034,ZL00034-CORAL-XS,Coral,XS,8882830433652,882830433652,36.57,112,WH-ID-JKT,2387,ACTIVE
188,34,ZL00034,ZL00034-CORAL-M,Coral,M,8881335515696,881335515696,44.06,66,WH-ID-JKT,3661,ACTIVE
189,34,ZL00034,ZL00034-TEAL-L,Teal,L,8886390210128,886390210128,38.34,35,WH-ID-JKT,1038,ACTIVE
190,34,ZL00034,ZL00034-BROWN-M,Brown,M,8880506504811,880506504811,39.77,75,WH-ID-JKT,2909,ACTIVE
191,34,ZL00034,ZL00034-MUSTAR-XXL,Mustard,XXL,8884090527447,884090527447,40.46,54,WH-ID-JKT,8160,ACTIVE
192,35,ZL00035,ZL00035-BURGUN-S,Burgundy,S,8887639462803,887639462803,33.75,116,WH-SG-WEST,291,ACTIVE
193,35,ZL00035,ZL00035-NAVY-S,Navy,S,8881054813257,881054813257,32.84,24,WH-SG-WEST,1962,ACTIVE
194,35,ZL00035,ZL00035-CREAM-M,Cream,M,8884048529417,884048529417,38.19,96,WH-SG-WEST,7886,ACTIVE
195,35,ZL00035,ZL00035-MUSTAR-M,Mustard,M,8887274310361,887274310361,39.86,89,WH-SG-WEST,3390,ACTIVE
196,35,ZL00035,ZL00035-CREAM-S,Cream,S,8882553423398,882553423398,34.69,30,WH-SG-WEST,5309,ACTIVE
197,36,ZL00036,ZL00036-CREAM-XXL,Cream,XXL,8881184092720,881184092720,46.72,107,WH-ID-JKT,3831,ACTIVE
198,36,ZL00036,ZL00036-CREAM-S,Cream,S,8883254485524,883254485524,43.28,19,WH-ID-JKT,189,ACTIVE
199,36,ZL00036,ZL00036-TEAL-XL,Teal,XL,8884420548753,884420548753,44.79,58,WH-ID-JKT,6154,ACTIVE
200,37,ZL00037,ZL00037-NAVY-XXL,Navy,XXL,8881228010864,881228010864,98.79,63,WH-VN-HCM,7149,ACTIVE
201,37,ZL00037,ZL00037-CORAL-L,Coral,L,8884501454751,884501454751,103.53,42,WH-VN-HCM,1602,ACTIVE
202,37,ZL00037,ZL00037-NAVY-L,Navy,L,8884586813405,884586813405,106.03,117,WH-VN-HCM,737,ACTIVE
203,37,ZL00037,ZL00037-CORAL-XXL,Coral,XXL,8884000418155,884000418155,99.38,115,WH-VN-HCM,7830,ACTIVE
204,38,ZL00038,ZL00038-GRAPHI-M,Graphite,M,8887484808245,887484808245,93.99,120,WH-MY-JB,5090,ACTIVE
205,38,ZL00038,ZL00038-GRAPHI-XL,Graphite,XL,8886222801753,886222801753,97.52,97,WH-MY-JB,4459,ACTIVE
