id,sku,name,slug,brand,department,category_id,category_name,category_path,description,seo_title,meta_description,ean_base,attributes_json,supplier_code,warehouse_code,price,compare_at_price,wholesale_price,currency,rating_avg,review_count,stock_total,status,created_at
11,ZL00011,Summit Forge Midi Wrap Dress L78-538 (matte finish),summit-forge-midi-wrap-dress-l78-538-11,Summit Forge,Women Fashion,2,Dresses,Women Fashion > Dresses,The Summit Forge Midi Wrap Dress L78-538 (matte finish) sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Summit Forge Midi Wrap Dress L78-538 (matte finish | Dresses,"Shop Summit Forge Midi Wrap Dress L78-538 (matte finish) in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880133015902,"{""department"": ""Women Fashion"", ""product_type"": ""midi wrap dress"", ""origin_country"": ""VN"", ""warranty_months"": 0, ""material"": ""Wool blend"", ""fit"": ""Relaxed"", ""care"": ""Machine wash cold"", ""season"": ""AW""}",SUP-VN-06,WH-VN-HCM,101.88,110.2,84.9,USD,4.4,4,341,ACTIVE,2024-03-31 23:00:00
12,ZL00012,Verdant Linen Sundress I85-878 with moisture-wicking lining,verdant-linen-sundress-i85-878-12,Verdant,Women Fashion,2,Dresses,Women Fashion > Dresses,The Verdant Linen Sundress I85-878 with moisture-wicking lining sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Verdant Linen Sundress I85-878 with moisture-wicki | Dresses,"Shop Verdant Linen Sundress I85-878 with moisture-wicking lining in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880628322836,"{""department"": ""Women Fashion"", ""product_type"": ""linen sundress"", ""origin_country"": ""IT"", ""warranty_months"": 6, ""material"": ""Cotton"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""SS""}",SUP-ID-03,WH-ID-JKT,54.81,62.52,45.68,USD,3.3,1,467,ACTIVE,2024-10-10 09:00:00
13,ZL00013,Atlas Peak Pleated Shirt Dress R19-260,atlas-peak-pleated-shirt-dress-r19-260-13,Atlas Peak,Women Fashion,2,Dresses,Women Fashion > Dresses,The Atlas Peak Pleated Shirt Dress R19-260 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Atlas Peak Pleated Shirt Dress R19-260 | Dresses | Buy Online,"Shop Atlas Peak Pleated Shirt Dress R19-260 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880214558397,"{""department"": ""Women Fashion"", ""product_type"": ""pleated shirt dress"", ""origin_country"": ""KR"", ""warranty_months"": 12, ""material"": ""Nylon"", ""fit"": ""Oversized"", ""care"": ""Hand wash"", ""season"": ""SS""}",SUP-PH-08,WH-SG-WEST,41.61,52.52,34.68,USD,4.4,3,377,ACTIVE,2025-02-07 20:00:00
14,ZL00014,UrbanMesh Knit Column Dress V61-933 with moisture-wicking lining,urbanmesh-knit-column-dress-v61-933-14,UrbanMesh,Women Fashion,2,Dresses,Women Fashion > Dresses,The UrbanMesh Knit Column Dress V61-933 with moisture-wicking lining sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,UrbanMesh Knit Column Dress V61-933 with moisture- | Dresses,"Shop UrbanMesh Knit Column Dress V61-933 with moisture-wicking lining in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880331855775,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""SG"", ""warranty_months"": 12, ""material"": ""Cotton"", ""fit"": ""Relaxed"", ""care"": ""Hand wash"", ""season"": ""AW""}",SUP-SG-01,WH-SG-WEST,29.82,38.22,24.85,USD,3.9,2,212,ACTIVE,2024-09-22 11:00:00
15,ZL00015,Harbor & Co Linen Sundress R71-453,harbor-co-linen-sundress-r71-453-15,Harbor & Co,Women Fashion,2,Dresses,Women Fashion > Dresses,The Harbor & Co Linen Sundress R71-453 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Harbor & Co Linen Sundress R71-453 | Dresses | Buy Online,"Shop Harbor & Co Linen Sundress R71-453 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880277204521,"{""department"": ""Women Fashion"", ""product_type"": ""linen sundress"", ""origin_country"": ""DE"", ""warranty_months"": 24, ""material"": ""Leather"", ""fit"": ""Oversized"", ""care"": ""Hand wash"", ""season"": ""SS""}",SUP-HK-07,WH-MY-JB,118.04,132.4,98.37,USD,4.7,4,362,ACTIVE,2024-01-23 10:00:00
16,ZL00016,Cinder Lane Midi Wrap Dress Z69-394 (matte finish),cinder-lane-midi-wrap-dress-z69-394-16,Cinder Lane,Women Fashion,2,Dresses,Women Fashion > Dresses,The Cinder Lane Midi Wrap Dress Z69-394 (matte finish) sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Cinder Lane Midi Wrap Dress Z69-394 (matte finish) | Dresses,"Shop Cinder Lane Midi Wrap Dress Z69-394 (matte finish) in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8888724817393,"{""department"": ""Women Fashion"", ""product_type"": ""midi wrap dress"", ""origin_country"": ""DE"", ""warranty_months"": 3, ""material"": ""Cotton"", ""fit"": ""Oversized"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-CN-05,WH-CN-SZ,48.51,64.94,40.42,USD,4.6,2,373,ACTIVE,2024-07-15 15:00:00
17,ZL00017,Summit Forge Knit Column Dress X26-192,summit-forge-knit-column-dress-x26-192-17,Summit Forge,Women Fashion,2,Dresses,Women Fashion > Dresses,The Summit Forge Knit Column Dress X26-192 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Summit Forge Knit Column Dress X26-192 | Dresses | Buy Online,"Shop Summit Forge Knit Column Dress X26-192 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880905653813,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""VN"", ""warranty_months"": 12, ""material"": ""Polyester"", ""fit"": ""Slim"", ""care"": ""Dry clean"", ""season"": ""All-season""}",SUP-CN-05,WH-CN-SZ,107.4,124.56,89.5,USD,3.6,4,429,ACTIVE,2025-05-10 09:00:00
18,ZL00018,Aurelia Knit Column Dress G66-555,aurelia-knit-column-dress-g66-555-18,Aurelia,Women Fashion,2,Dresses,Women Fashion > Dresses,The Aurelia Knit Column Dress G66-555 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Aurelia Knit Column Dress G66-555 | Dresses | Buy Online,"Shop Aurelia Knit Column Dress G66-555 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8883310955763,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""VN"", ""warranty_months"": 0, ""material"": ""Nylon"", ""fit"": ""Relaxed"", ""care"": ""Hand wash"", ""season"": ""SS""}",SUP-MY-02,WH-MY-JB,58.61,64.88,48.84,USD,3.4,2,249,ACTIVE,2024-11-24 20:00:00
19,ZL00019,Aurelia Pleated Shirt Dress X63-638,aurelia-pleated-shirt-dress-x63-638-19,Aurelia,Women Fashion,2,Dresses,Women Fashion > Dresses,The Aurelia Pleated Shirt Dress X63-638 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Aurelia Pleated Shirt Dress X63-638 | Dresses | Buy Online,"Shop Aurelia Pleated Shirt Dress X63-638 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8889622257441,"{""department"": ""Women Fashion"", ""product_type"": ""pleated shirt dress"", ""origin_country"": ""MY"", ""warranty_months"": 12, ""material"": ""Leather"", ""fit"": ""Relaxed"", ""care"": ""Machine wash cold"", ""season"": ""AW""}",SUP-SG-01,WH-SG-WEST,69.39,92.54,57.83,USD,4.0,1,305,ACTIVE,2024-02-01 15:00:00
20,ZL00020,Polaris Home Linen Sundress X16-394 with moisture-wicking lining,polaris-home-linen-sundress-x16-394-20,Polaris Home,Women Fashion,2,Dresses,Women Fashion > Dresses,The Polaris Home Linen Sundress X16-394 with moisture-wicking lining sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Polaris Home Linen Sundress X16-394 with moisture- | Dresses,"Shop Polaris Home Linen Sundress X16-394 with moisture-wicking lining in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8888316096441,"{""department"": ""Women Fashion"", ""product_type"": ""linen sundress"", ""origin_country"": ""CN"", ""warranty_months"": 6, ""material"": ""Cotton"", ""fit"": ""Slim"", ""care"": ""Dry clean"", ""season"": ""All-season""}",SUP-VN-06,WH-VN-HCM,67.18,87.61,55.98,USD,3.4,3,206,ACTIVE,2024-10-20 07:00:00
21,ZL00021,Paper & Pine Linen Sundress N44-320 with moisture-wicking lining,paper-pine-linen-sundress-n44-320-21,Paper & Pine,Women Fashion,2,Dresses,Women Fashion > Dresses,The Paper & Pine Linen Sundress N44-320 with moisture-wicking lining sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Paper & Pine Linen Sundress N44-320 with moisture- | Dresses,"Shop Paper & Pine Linen Sundress N44-320 with moisture-wicking lining in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8887143432071,"{""department"": ""Women Fashion"", ""product_type"": ""linen sundress"", ""origin_country"": ""MY"", ""warranty_months"": 6, ""material"": ""Leather"", ""fit"": ""Regular"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-CN-05,WH-CN-SZ,87.21,104.3,72.67,USD,3.6,1,544,ACTIVE,2024-01-04 06:00:00
22,ZL00022,TerraForm Tools Knit Column Dress X53-326,terraform-tools-knit-column-dress-x53-326-22,TerraForm Tools,Women Fashion,2,Dresses,Women Fashion > Dresses,The TerraForm Tools Knit Column Dress X53-326 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,TerraForm Tools Knit Column Dress X53-326 | Dresses | Buy Online,"Shop TerraForm Tools Knit Column Dress X53-326 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8885002914003,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""ID"", ""warranty_months"": 0, ""material"": ""Wool blend"", ""fit"": ""Regular"", ""care"": ""Dry clean"", ""season"": ""AW""}",SUP-ID-03,WH-ID-JKT,53.81,71.97,44.84,USD,3.4,3,260,ACTIVE,2024-04-11 05:00:00
23,ZL00023,Brightfolio Knit Column Dress W20-616 (matte finish),brightfolio-knit-column-dress-w20-616-23,Brightfolio,Women Fashion,2,Dresses,Women Fashion > Dresses,The Brightfolio Knit Column Dress W20-616 (matte finish) sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Brightfolio Knit Column Dress W20-616 (matte finis | Dresses,"Shop Brightfolio Knit Column Dress W20-616 (matte finish) in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8883013234110,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""ID"", ""warranty_months"": 0, ""material"": ""Polyester"", ""fit"": ""Oversized"", ""care"": ""Wipe clean"", ""season"": ""All-season""}",SUP-VN-06,WH-VN-HCM,71.32,78.28,59.43,USD,3.9,3,523,ACTIVE,2024-12-13 19:00:00
24,ZL00024,Oak & Ember Pleated Shirt Dress T58-257,oak-ember-pleated-shirt-dress-t58-257-24,Oak & Ember,Women Fashion,2,Dresses,Women Fashion > Dresses,The Oak & Ember Pleated Shirt Dress T58-257 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Oak & Ember Pleated Shirt Dress T58-257 | Dresses | Buy Online,"Shop Oak & Ember Pleated Shirt Dress T58-257 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8882685155983,"{""department"": ""Women Fashion"", ""product_type"": ""pleated shirt dress"", ""origin_country"": ""ID"", ""warranty_months"": 24, ""material"": ""Denim"", ""fit"": ""Slim"", ""care"": ""Wipe clean"", ""season"": ""SS""}",SUP-TH-04,WH-TH-BKK,59.91,75.06,49.92,USD,4.2,4,577,ACTIVE,2024-04-29 17:00:00
25,ZL00025,Keystone Midi Wrap Dress I37-955,keystone-midi-wrap-dress-i37-955-25,Keystone,Women Fashion,2,Dresses,Women Fashion > Dresses,The Keystone Midi Wrap Dress I37-955 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Keystone Midi Wrap Dress I37-955 | Dresses | Buy Online,"Shop Keystone Midi Wrap Dress I37-955 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880025573022,"{""department"": ""Women Fashion"", ""product_type"": ""midi wrap dress"", ""origin_country"": ""DE"", ""warranty_months"": 24, ""material"": ""Wool blend"", ""fit"": ""Oversized"", ""care"": ""Machine wash cold"", ""season"": ""AW""}",SUP-TH-04,WH-TH-BKK,42.24,45.9,35.2,USD,4.3,4,411,ACTIVE,2024-02-02 03:00:00
26,ZL00026,Coppernest Knit Column Dress Q60-934 with moisture-wicking lining,coppernest-knit-column-dress-q60-934-26,Coppernest,Women Fashion,2,Dresses,Women Fashion > Dresses,The Coppernest Knit Column Dress Q60-934 with moisture-wicking lining sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Coppernest Knit Column Dress Q60-934 with moisture | Dresses,"Shop Coppernest Knit Column Dress Q60-934 with moisture-wicking lining in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today",8883502308131,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""JP"", ""warranty_months"": 6, ""material"": ""Cotton"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""AW""}",SUP-VN-06,WH-VN-HCM,105.94,112.76,88.28,USD,3.4,3,310,ACTIVE,2024-08-11 12:00:00
27,ZL00027,Oak & Ember Knit Column Dress H24-126 (matte finish),oak-ember-knit-column-dress-h24-126-27,Oak & Ember,Women Fashion,2,Dresses,Women Fashion > Dresses,The Oak & Ember Knit Column Dress H24-126 (matte finish) sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Oak & Ember Knit Column Dress H24-126 (matte finis | Dresses,"Shop Oak & Ember Knit Column Dress H24-126 (matte finish) in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8880111315239,"{""department"": ""Women Fashion"", ""product_type"": ""knit column dress"", ""origin_country"": ""ID"", ""warranty_months"": 12, ""material"": ""Wool blend"", ""fit"": ""Oversized"", ""care"": ""Machine wash cold"", ""season"": ""AW""}",SUP-TH-04,WH-TH-BKK,97.05,122.4,80.88,USD,4.4,4,431,ACTIVE,2024-04-12 03:00:00
28,ZL00028,Nightingale Pleated Shirt Dress Y26-543 with moisture-wicking lining,nightingale-pleated-shirt-dress-y26-543-28,Nightingale,Women Fashion,2,Dresses,Women Fashion > Dresses,The Nightingale Pleated Shirt Dress Y26-543 with moisture-wicking lining sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Nightingale Pleated Shirt Dress Y26-543 with moist | Dresses,"Shop Nightingale Pleated Shirt Dress Y26-543 with moisture-wicking lining in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order to",8883180644019,"{""department"": ""Women Fashion"", ""product_type"": ""pleated shirt dress"", ""origin_country"": ""SG"", ""warranty_months"": 0, ""material"": ""Wool blend"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""SS""}",SUP-TH-04,WH-TH-BKK,34.52,45.93,28.77,USD,4.8,3,183,ACTIVE,2025-03-09 02:00:00
29,ZL00029,Fieldcraft Pleated Shirt Dress K87-247,fieldcraft-pleated-shirt-dress-k87-247-29,Fieldcraft,Women Fashion,2,Dresses,Women Fashion > Dresses,The Fieldcraft Pleated Shirt Dress K87-247 sits in Women Fashion > Dresses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Fieldcraft Pleated Shirt Dress K87-247 | Dresses | Buy Online,"Shop Fieldcraft Pleated Shirt Dress K87-247 in Dresses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today.",8885151431222,"{""department"": ""Women Fashion"", ""product_type"": ""pleated shirt dress"", ""origin_country"": ""VN"", ""warranty_months"": 6, ""material"": ""Leather"", ""fit"": ""Slim"", ""care"": ""Hand wash"", ""season"": ""All-season""}",SUP-PH-08,WH-SG-WEST,75.29,86.26,62.74,USD,3.7,2,348,ACTIVE,2024-03-13 03:00:00
30,ZL00030,Bluefinch Silk Blouse M74-561 with moisture-wicking lining,bluefinch-silk-blouse-m74-561-30,Bluefinch,Women Fashion,3,Tops & Blouses,Women Fashion > Tops & Blouses,The Bluefinch Silk Blouse M74-561 with moisture-wicking lining sits in Women Fashion > Tops & Blouses. Built for everyday use with category-appropriate materials and finishing. Sold by verified catalogue suppliers; inspect variant options for colour and size.,Bluefinch Silk Blouse M74-561 with moisture-wickin | Tops & Blouses,"Shop Bluefinch Silk Blouse M74-561 with moisture-wicking lining in Tops & Blouses (Women Fashion). Fast shipping, verified sellers, secure checkout. Order today",8884204451446,"{""department"": ""Women Fashion"", ""product_type"": ""silk blouse"", ""origin_country"": ""CN"", ""warranty_months"": 24, ""material"": ""Nylon"", ""fit"": ""Regular"", ""care"": ""Dry clean"", ""season"": ""SS""}",SUP-VN-06,WH-VN-HCM,58.18,74.96,48.48,USD,4.5,2,420,ACTIVE,2024-11-04 16:00:00
